Ad_ID,rooms_clean,total_area_clean,price_clean,Ceiling_height
248233864,2.0,43.0,50000.0,2.64
220647249,2.0,60.0,62000.0,3.2
271589033,1.0,30.0,35000.0,2.64
272847941,1.0,34.0,35000.0,2.64
270929967,1.0,32.0,38000.0,2.64
274423485,1.0,35.0,38000.0,2.64
251903013,1.0,44.5,42000.0,2.64
273881047,2.0,20.0,42000.0,2.7
267118706,2.0,41.0,43000.0,2.64
248721513,1.0,38.0,45000.0,2.64
274735485,1.0,50.0,45000.0,2.64
230969423,2.0,45.0,46000.0,2.64
274023681,2.0,46.0,49000.0,2.64
268998294,1.0,30.1,50000.0,2.64
247473617,1.0,39.0,55000.0,2.64
274137776,3.0,57.4,55000.0,2.7
220759285,2.0,52.0,55000.0,2.64
242290847,3.0,70.4,55000.0,2.64
274918399,1.0,39.6,57000.0,2.64
271569952,1.0,34.0,57000.0,2.7
190495972,1.0,46.7,58000.0,3.1
270378918,2.0,54.0,65000.0,2.75
274712037,2.0,73.0,70000.0,2.64
274459083,2.0,54.0,75000.0,2.75
273987828,2.0,72.0,75000.0,2.64
274739282,2.0,41.9,76300.0,3.2
268431127,2.0,40.4,76300.0,3.2
273740457,1.0,39.1,71990.0,3.2
273740458,1.0,39.1,73990.0,3.2
273740454,3.0,71.6,100300.0,3.2
269985466,1.0,40.0,25000.0,2.74
274731974,2.0,52.0,45000.0,2.64
274711172,1.0,25.0,50000.0,2.64
259387176,2.0,68.0,50000.0,2.9
274991390,1.0,35.0,65000.0,2.64
274936447,1.0,30.0,48000.0,2.64
274151981,1.0,38.9,71990.0,3.2
274612706,2.0,50.0,38000.0,2.64
273617996,3.0,66.0,55000.0,2.64
274777242,1.0,42.0,55000.0,2.64
274927845,2.0,45.0,60000.0,2.64
274988830,3.0,94.0,130000.0,2.64
272653359,2.0,14.5,30000.0,2.7
274708767,2.0,50.9,35000.0,2.7
210409867,1.0,42.0,35000.0,2.64
274861997,1.0,25.7,40400.0,2.66
274908304,2.0,36.6,49900.0,2.7
274757583,2.0,39.0,65000.0,2.64
268898704,3.0,82.0,110000.0,2.64
274833851,4.0,114.2,130800.0,3.2
274798163,1.0,30.0,36000.0,2.64
274807398,1.0,39.0,37000.0,2.64
274964308,1.0,40.0,40000.0,2.64
274961913,2.0,57.0,45000.0,2.64
274733476,2.0,60.0,50000.0,2.74
274752295,1.0,31.0,50000.0,2.64
273186310,2.0,58.0,53000.0,2.75
274994718,2.0,45.0,55000.0,2.64
274987538,1.0,40.0,27000.0,2.74
274747753,1.0,33.0,33000.0,2.64
274862018,1.0,35.3,34000.0,2.7
274953448,2.0,52.0,55000.0,2.64
274936568,1.0,45.0,70000.0,2.64
274947951,3.0,76.0,75000.0,2.64
274950252,3.0,70.0,75000.0,2.48
274911931,3.0,75.0,80000.0,2.64
274687558,2.0,60.0,90000.0,2.64
274148645,4.0,132.0,160000.0,3.2
274685650,1.0,37.0,40000.0,2.6
274829174,1.0,28.0,48000.0,3.0
274455938,1.0,30.0,65000.0,2.64
267126241,3.0,80.0,130000.0,2.64
274916468,1.0,45.0,32000.0,2.64
274897955,1.0,35.0,35000.0,2.74
274867337,1.0,35.0,35000.0,2.64
274475549,1.0,40.0,38000.0,2.64
274587558,1.0,32.0,40000.0,2.5
274775854,1.0,42.0,43000.0,2.64
274566372,1.0,41.0,44000.0,2.64
274254805,2.0,27.0,45000.0,3.0
274583946,1.0,28.0,45000.0,2.64
274819951,1.0,45.0,45000.0,2.64
274491947,1.0,38.0,48000.0,2.7
274897743,1.0,40.0,55000.0,2.7
272678135,2.0,45.0,70000.0,2.64
274387786,1.0,41.0,80000.0,3.1
270732986,4.0,132.0,160000.0,3.2
270833986,1.0,35.0,35000.0,2.48
268499323,2.0,37.1,40000.0,2.64
273438094,2.0,45.0,45000.0,2.64
274246121,1.0,24.0,45000.0,3.1
274499466,1.0,45.0,80000.0,2.64
274829181,1.0,36.0,38000.0,2.7
274590422,1.0,35.0,38000.0,2.5
274904916,2.0,50.0,47000.0,2.7
271128754,1.0,25.0,50000.0,2.7
274875803,2.0,50.0,50000.0,2.7
274936790,3.0,65.0,56999.0,2.64
274046771,3.0,75.0,60000.0,2.64
272096383,4.0,104.2,70000.0,2.64
274903404,2.0,55.0,90000.0,2.64
274954326,2.0,70.0,110000.0,2.64
271821118,4.0,110.0,110000.0,2.7
270904373,3.0,110.0,165000.0,3.0
273661254,1.0,31.0,70000.0,2.64
274359873,1.0,45.0,32000.0,2.64
274584527,1.0,30.0,32000.0,2.64
274861494,1.0,40.0,32000.0,2.64
273599516,2.0,17.5,32000.0,2.75
274803450,1.0,37.0,33000.0,2.74
274791944,1.0,40.0,35000.0,2.64
274934403,1.0,40.0,35000.0,2.74
273643765,1.0,42.0,35000.0,2.64
274908336,1.0,39.2,35800.0,2.7
274572617,1.0,45.0,40000.0,2.64
274834555,1.0,28.0,40000.0,2.64
274254182,2.0,24.0,42000.0,3.0
265471397,1.0,46.87,42000.0,2.7
274876028,3.0,65.0,44000.0,2.64
274848436,2.0,36.6,45000.0,2.64
274908331,3.0,59.0,45000.0,3.0
274146592,1.0,39.0,45000.0,2.64
267068794,1.0,40.0,45000.0,2.64
274972133,2.0,42.0,48000.0,2.64
274877639,2.0,64.0,55000.0,2.64
274353318,3.0,68.0,57000.0,2.64
274862037,1.0,19.7,57000.0,2.6
274723880,3.0,49.3,57700.0,2.4
274767961,1.0,37.9,59000.0,2.7
274985196,3.0,57.0,59000.0,2.64
274987546,2.0,68.0,60000.0,2.64
274767920,2.0,72.0,62800.0,3.2
274862001,1.0,37.3,64100.0,2.93
274165752,3.0,76.0,67000.0,2.64
274723889,2.0,53.5,74900.0,2.7
274827830,2.0,60.0,75000.0,2.64
274723858,3.0,62.6,75000.0,2.94
274746430,3.0,84.0,75000.0,3.0
273740465,2.0,40.4,78700.0,3.2
270369557,2.0,54.4,85000.0,3.0
274892219,2.0,55.0,90000.0,3.0
274696321,2.0,46.2,91700.0,3.2
274815861,3.0,65.0,95000.0,2.7
274853783,2.0,45.0,95000.0,3.3
271985960,2.0,60.0,95000.0,2.64
273090886,3.0,73.0,99000.0,2.7
273740468,3.0,68.9,100300.0,3.2
273740462,3.0,71.7,100300.0,3.2
273740456,3.0,79.3,109400.0,3.2
271812301,4.0,110.0,110000.0,2.8
273740467,3.0,85.5,111990.0,3.2
273740469,3.0,84.0,115700.0,3.2
199473209,3.0,115.0,115000.0,2.64
273740464,3.0,81.9,117400.0,3.2
273740461,3.0,83.9,121000.0,3.2
273740472,4.0,117.3,137700.0,3.2
274187025,4.0,113.8,137700.0,3.2
274847953,1.0,16.0,43000.0,2.64
274667608,2.0,58.0,53000.0,2.64
274968133,1.0,40.0,35000.0,2.64
274261735,1.0,35.0,42000.0,2.64
274496750,2.0,58.0,53000.0,2.64
273232438,4.0,180.0,350000.0,3.4
274546985,1.0,33.4,35000.0,2.7
269035558,2.0,59.0,45000.0,2.7
274838271,2.0,54.0,47000.0,2.64
274529943,1.0,35.0,50000.0,2.5
216294670,2.0,52.0,54000.0,2.64
274906595,2.0,57.0,60000.0,2.64
274150579,2.0,80.0,65000.0,2.64
259408702,4.0,92.0,65000.0,2.64
271221641,1.0,42.0,70000.0,2.7
273626416,3.0,101.0,75000.0,2.64
274084445,3.0,70.0,85000.0,2.8
274488873,4.0,112.0,145000.0,2.64
274941022,2.0,19.4,40000.0,2.64
266661979,1.0,35.2,50000.0,2.64
232549311,1.0,30.0,38000.0,2.64
274999252,2.0,45.0,25000.0,2.64
239057587,2.0,17.0,28000.0,2.64
274798328,1.0,38.0,28000.0,2.64
271981524,1.0,34.0,29000.0,2.64
259226586,1.0,38.0,30000.0,2.64
254642436,2.0,62.0,47500.0,2.64
274803571,2.0,49.0,55000.0,2.64
190033436,2.0,50.0,60000.0,2.8
273951749,1.0,33.7,45000.0,2.7
270853189,2.0,42.0,50000.0,2.64
274782422,4.0,82.0,55000.0,2.64
274502497,1.0,32.0,30000.0,2.64
271680990,2.0,40.0,40000.0,2.6
271952834,1.0,33.0,40000.0,2.6
274632381,1.0,28.0,32000.0,2.7
272852041,1.0,33.0,33000.0,2.64
273197575,1.0,40.0,37000.0,2.7
274551514,2.0,48.0,37000.0,2.64
274340000,2.0,43.0,40000.0,2.64
274012000,2.0,42.0,40000.0,2.64
274755478,2.0,55.0,54999.0,2.64
271096265,3.0,57.5,60000.0,2.64
274776069,2.0,86.0,65000.0,2.64
274101411,1.0,22.5,26999.0,2.5
274871514,1.0,32.0,28000.0,2.64
274835390,1.0,30.0,28000.0,2.64
274445331,1.0,25.0,28000.0,2.64
242668618,1.0,38.0,30000.0,2.64
274878650,1.0,33.0,30000.0,2.64
273341214,1.0,22.0,30000.0,2.64
274617730,1.0,37.0,30000.0,2.48
274062387,1.0,31.6,30000.0,2.64
274790984,1.0,39.0,30000.0,2.64
274567910,1.0,22.0,30000.0,2.64
273648434,1.0,42.0,30000.0,2.64
244417241,1.0,38.0,32000.0,2.64
272758776,1.0,37.0,33000.0,2.6
258095316,1.0,33.0,34000.0,2.64
272930926,1.0,38.0,35000.0,2.64
274877675,1.0,35.0,35000.0,2.64
274104050,1.0,36.0,35000.0,2.64
274665625,1.0,35.0,35000.0,2.64
274885282,2.0,45.0,35000.0,2.64
274614090,2.0,45.0,35000.0,2.64
269888953,1.0,40.0,35000.0,2.64
273357182,1.0,38.0,35000.0,2.64
274856272,1.0,33.0,35000.0,2.48
274783953,1.0,38.6,35000.0,2.64
273740517,1.0,31.0,38000.0,2.6
274882991,2.0,37.0,38000.0,2.64
233625327,2.0,47.0,38000.0,2.64
268276205,2.0,39.0,38000.0,2.64
274979403,1.0,36.0,40000.0,2.64
273685532,1.0,35.0,40000.0,2.64
274944214,3.0,55.0,40000.0,2.64
274741799,2.0,47.0,40000.0,2.64
274483265,2.0,44.5,40000.0,2.64
274949517,2.0,44.0,40000.0,2.64
270706713,2.0,45.0,42000.0,2.64
272888112,2.0,37.0,42000.0,2.64
274238334,2.0,47.0,43000.0,2.6
274626871,2.0,36.0,43000.0,2.64
273512736,2.0,37.0,43000.0,2.5
274790189,2.0,53.0,43000.0,2.64
273953327,1.0,45.0,44000.0,2.7
274529095,2.0,52.0,45000.0,2.7
271747941,1.0,40.0,45000.0,2.7
274453183,3.0,55.4,45000.0,2.64
274913249,3.0,57.0,47000.0,2.64
274632498,2.0,64.0,49000.0,2.64
274488879,2.0,48.0,50000.0,2.6
271214589,2.0,45.0,50000.0,2.6
273107336,2.0,45.0,50000.0,2.64
274952204,1.0,40.0,50000.0,2.64
270911581,2.0,45.0,50000.0,2.64
274871948,2.0,42.0,54000.0,2.64
271867971,3.0,63.0,55000.0,2.64
273821489,2.0,40.0,55000.0,2.5
273229338,2.0,48.0,55000.0,2.8
274761474,2.0,41.0,55000.0,2.64
274850216,3.0,82.0,55000.0,2.64
272504472,2.0,95.0,60000.0,2.7
274551849,2.0,57.0,60000.0,2.64
274900787,3.0,80.0,80000.0,2.7
274206037,3.0,110.0,95000.0,2.64
274920871,2.0,25.0,25000.0,2.64
197158380,1.0,32.0,27000.0,2.64
273264670,1.0,26.0,28000.0,2.64
274851462,1.0,34.0,29000.0,2.64
274991123,1.0,32.6,30000.0,2.64
240857328,1.0,35.0,30000.0,2.48
273947830,1.0,37.7,30000.0,2.48
274627352,1.0,37.0,30000.0,2.7
274891679,1.0,35.0,30000.0,2.64
274597786,1.0,35.0,32000.0,2.64
273512126,2.0,44.5,33000.0,2.64
274905312,1.0,37.0,34000.0,2.64
274977206,2.0,38.0,35000.0,2.64
271380199,2.0,38.5,35000.0,2.75
274667996,1.0,39.0,35000.0,2.64
274736119,1.0,36.5,35000.0,2.64
274548263,1.0,36.0,35000.0,2.7
195449856,2.0,50.0,35000.0,2.64
274142311,2.0,45.0,36000.0,2.64
166464239,1.0,35.0,36000.0,2.64
268541906,1.0,34.0,36000.0,2.65
273408255,1.0,35.0,36000.0,2.64
263691025,1.0,35.0,36000.0,2.64
273807759,2.0,50.0,37000.0,2.64
274397103,2.0,40.0,37000.0,2.7
271283286,2.0,50.0,37000.0,2.64
274945910,2.0,43.0,37000.0,2.64
274457582,1.0,38.0,37000.0,2.64
273597789,2.0,38.3,38000.0,2.64
274082325,1.0,38.0,38000.0,2.7
161793067,2.0,45.0,38000.0,2.48
274835393,1.0,38.0,38000.0,2.64
274992238,1.0,54.0,40000.0,2.64
274304243,2.0,50.0,40000.0,2.64
274559136,2.0,48.0,40000.0,2.64
274294543,2.0,47.0,40000.0,2.64
270128449,3.0,58.0,40000.0,2.64
274368060,1.0,38.0,40000.0,2.64
268431560,2.0,38.0,43000.0,2.64
265060855,2.0,39.8,44000.0,2.64
274999509,2.0,45.0,45000.0,2.64
274669439,2.0,53.0,45000.0,2.64
274248398,2.0,48.0,45000.0,2.64
274921772,2.0,45.4,45000.0,2.64
274842113,1.0,40.0,45000.0,2.7
272898813,2.0,46.0,45000.0,2.64
272319941,2.0,54.1,48000.0,2.64
190205444,3.0,75.0,50000.0,2.64
274931113,1.0,40.0,50000.0,2.7
272190436,2.0,52.4,50000.0,2.64
274981958,2.0,54.0,50000.0,2.7
222742699,3.0,68.0,55000.0,2.8
274205451,3.0,54.0,60000.0,2.64
264590246,3.0,82.0,70000.0,2.64
261730340,3.0,82.0,70000.0,2.64
273832293,4.0,140.0,200000.0,3.0
274487252,1.0,32.0,45000.0,2.64
274896878,1.0,31.0,28000.0,2.64
237688817,1.0,36.0,30000.0,2.64
267871496,1.0,31.0,32000.0,2.64
274871486,1.0,37.0,35000.0,2.64
273467349,1.0,38.0,35000.0,2.64
274754678,1.0,33.0,35000.0,2.64
273113787,1.0,30.3,35000.0,2.64
248265836,1.0,38.0,36000.0,2.64
274946693,2.0,46.0,39000.0,2.64
274634144,2.0,47.0,39000.0,2.64
273152177,2.0,45.0,40000.0,2.48
269290148,2.0,45.0,40000.0,2.64
273495191,2.0,37.8,45000.0,2.64
273403983,2.0,37.0,48000.0,2.64
274788205,1.0,40.0,50000.0,2.7
271120123,2.0,42.0,50000.0,2.64
271406599,2.0,45.0,50000.0,2.64
271052707,2.0,45.0,50000.0,2.64
270011240,2.0,95.0,60000.0,2.64
196462840,3.0,65.0,60000.0,2.64
272630040,3.0,63.0,62000.0,2.64
272485701,3.0,81.1,72000.0,2.64
244542035,1.0,36.0,48000.0,2.7
267646380,3.0,67.3,115990.0,2.65
274930261,3.0,110.0,250000.0,2.64
274140854,3.0,146.0,200000.0,2.64
272959554,4.0,120.0,230000.0,3.0
273738127,2.0,25.7,61300.0,2.65
272359706,2.0,25.7,64300.0,2.65
273198195,4.0,130.0,320000.0,2.64
274696358,1.0,33.8,66700.0,2.65
274969089,2.0,45.0,44000.0,2.64
269093520,2.0,40.0,83990.0,2.65
271504486,3.0,100.0,250000.0,2.8
274782629,1.0,35.0,49000.0,2.64
271752740,3.0,100.0,250000.0,2.64
266856873,2.0,54.6,92386.0,2.6
247020821,2.0,57.8,101592.0,2.64
274017071,2.0,64.18,107170.0,2.64
252955673,2.0,64.5,108703.0,2.7
244607389,2.0,65.96,110490.0,2.7
223487527,1.0,65.0,113728.0,2.64
233153620,2.0,71.2,113290.0,2.64
270320387,2.0,70.2,115636.0,2.8
255620704,2.0,72.27,117090.0,2.64
273818471,2.0,71.14,117560.0,2.64
223358566,2.0,72.21,117900.0,2.64
239912220,2.0,69.6,117840.0,2.7
252612761,2.0,85.35,120021.0,2.7
274980212,2.0,65.0,128000.0,2.64
223505593,3.0,116.51,135000.0,2.64
263080764,1.0,52.64,150000.0,2.64
228892390,2.0,103.0,160000.0,3.0
258351435,2.0,74.9,220000.0,2.64
274868416,1.0,44.0,40000.0,2.64
274833828,1.0,35.0,48000.0,2.48
274294449,2.0,50.0,90000.0,2.64
273952244,3.0,100.0,250000.0,2.64
273488296,6.0,360.0,650000.0,4.2
274991952,1.0,32.0,33000.0,2.64
274336855,1.0,35.0,40000.0,2.7
274549500,2.0,64.0,44000.0,2.64
274925560,2.0,45.0,50000.0,2.64
274915744,2.0,50.0,50000.0,2.64
274984336,2.0,45.0,55000.0,2.64
274862010,3.0,76.7,58700.0,2.65
190954261,1.0,44.0,65000.0,2.8
274867902,2.0,65.0,73000.0,2.64
271284803,2.0,74.0,120000.0,3.0
274952577,2.0,96.0,130000.0,2.64
270243748,4.0,111.0,215000.0,3.1
274763898,4.0,92.0,220000.0,3.2
273969766,5.0,220.0,230000.0,2.64
274014992,2.0,52.0,85000.0,2.64
273897492,2.0,74.0,120000.0,3.2
274455079,4.0,105.0,120000.0,3.2
274098106,3.0,100.0,160000.0,3.0
274959777,4.0,160.0,210000.0,3.0
272689889,3.0,100.0,250000.0,3.0
267655823,3.0,110.0,250000.0,2.64
274357812,4.0,152.0,270000.0,3.0
256630423,5.0,185.0,270000.0,3.0
271079371,5.0,180.0,280000.0,3.0
274901621,4.0,154.0,350000.0,3.2
270886780,5.0,225.0,600000.0,3.1
274866008,1.0,35.0,40000.0,2.64
274621858,1.0,35.0,43000.0,2.64
274916830,2.0,58.0,45000.0,2.64
271928726,1.0,29.0,50000.0,2.64
274825832,2.0,55.0,58000.0,2.64
261460190,1.0,35.0,75000.0,2.64
268998037,3.0,72.0,80000.0,2.7
271254577,2.0,80.0,120000.0,2.64
270117860,3.0,126.0,190000.0,2.8
252163811,5.0,185.0,270000.0,3.1
270469986,4.0,194.0,340000.0,3.6
274785734,6.0,340.0,650000.0,2.64
274698598,1.0,30.5,38000.0,2.64
274155123,2.0,40.0,40000.0,2.7
209213319,2.0,43.0,44000.0,2.64
274864438,2.0,45.0,45000.0,2.64
274392895,3.0,73.0,75000.0,2.64
272939981,2.0,87.0,80000.0,3.0
274115422,3.0,130.0,110000.0,3.0
272462003,2.0,100.0,170000.0,2.64
274666746,3.0,95.0,170000.0,3.0
271580733,3.0,136.0,190000.0,2.64
271899396,4.0,115.0,220000.0,2.64
273970250,4.0,206.0,340000.0,3.0
274357815,5.0,215.0,400000.0,3.0
270026566,4.0,220.0,500000.0,4.0
274455082,5.0,310.0,700000.0,3.2
274971615,1.0,35.0,32000.0,2.64
274999953,1.0,41.0,35000.0,2.64
273315369,1.0,35.0,38000.0,2.64
274105953,2.0,38.0,40000.0,2.64
272324732,2.0,69.0,57000.0,2.8
274181705,2.0,82.0,80000.0,3.0
274847940,3.0,60.0,82500.0,2.7
273907929,3.0,79.0,86000.0,2.64
274752376,2.0,72.0,90000.0,2.64
272648154,1.0,38.0,90000.0,2.64
274015424,1.0,51.0,90000.0,2.64
274249968,2.0,90.0,90000.0,2.8
173993998,2.0,54.0,90000.0,2.64
271715302,3.0,67.0,95000.0,2.7
274181702,3.0,106.0,105000.0,3.0
274060199,3.0,135.0,110000.0,2.64
274493470,2.0,60.0,115000.0,2.64
272432436,2.0,98.0,120000.0,3.0
274290952,2.0,80.0,130000.0,2.64
272225422,3.0,99.0,135000.0,2.64
274700591,3.0,112.0,145000.0,2.64
274337608,3.0,90.0,160000.0,2.8
266262503,3.0,95.0,170000.0,3.0
272291197,4.0,174.0,180000.0,3.0
273002187,4.0,110.5,215000.0,2.64
272092872,4.0,120.0,220000.0,2.64
269950439,3.0,135.0,240000.0,3.0
271292855,4.0,190.0,270000.0,3.0
268414538,3.0,120.0,270000.0,2.64
235066113,4.0,175.0,320000.0,2.64
252619683,4.0,140.0,320000.0,2.64
224335722,3.0,180.0,350000.0,2.64
272851044,5.0,220.0,500000.0,2.64
272035530,5.0,310.0,700000.0,2.64
274985190,2.0,45.0,25000.0,2.48
274714300,1.0,31.1,30000.0,2.64
274723852,1.0,31.6,32000.0,2.5
274825910,1.0,35.0,35000.0,2.64
274706413,1.0,38.0,35000.0,2.64
274834086,2.0,56.0,40000.0,2.64
274908316,1.0,33.3,40000.0,2.7
274973215,2.0,52.0,45000.0,2.7
274877160,1.0,40.0,50000.0,2.64
274146938,2.0,38.0,50000.0,2.64
247385460,2.0,25.4,50000.0,2.8
273538890,2.0,62.0,50000.0,2.64
274700097,1.0,34.0,60000.0,3.0
274756808,2.0,41.0,63000.0,2.64
271109701,2.0,66.0,65000.0,2.64
264513742,1.0,33.0,65000.0,2.64
272359709,1.0,33.8,66700.0,2.65
216260201,1.0,33.0,67000.0,3.2
274903188,2.0,47.0,70000.0,2.64
273408050,2.0,60.0,75000.0,3.0
274723900,2.0,52.0,75000.0,2.9
274913578,2.0,70.0,76000.0,2.64
274841012,3.0,60.0,82500.0,2.64
274722112,1.0,38.0,90000.0,2.64
274731505,1.0,38.0,90000.0,2.64
273883443,2.0,44.9,90990.0,2.65
273738128,2.0,49.9,91400.0,2.65
267646351,2.0,49.9,91400.0,2.65
273738131,2.0,44.9,95500.0,2.65
271653954,3.0,67.0,95000.0,2.9
274917955,1.0,48.0,95000.0,2.64
272083257,2.0,63.2,96600.0,2.65
271844629,2.0,63.2,96600.0,2.65
273738137,2.0,63.2,96600.0,2.65
273738133,2.0,53.4,98200.0,2.65
272359737,2.0,54.6,99990.0,2.65
272359738,2.0,54.7,100300.0,2.65
273256730,1.0,47.0,100000.0,3.1
273738134,2.0,53.4,102990.0,2.65
272359740,2.0,54.7,105200.0,2.65
273738130,2.0,54.7,105200.0,2.65
274720782,3.0,70.0,110000.0,2.64
268958660,3.0,66.0,110000.0,3.0
272359753,3.0,61.3,116990.0,2.65
273738138,3.0,61.3,116990.0,2.65
272605394,3.0,73.2,117900.0,2.9
272334038,2.0,80.0,120000.0,3.1
274908311,2.0,72.8,120000.0,3.2
272359758,3.0,67.3,122300.0,2.65
272359755,3.0,67.3,122300.0,2.65
273738141,3.0,67.3,122300.0,2.65
272359764,3.0,73.3,128400.0,2.65
273738142,3.0,73.3,128400.0,2.65
272359760,3.0,64.2,127990.0,2.65
272359759,3.0,64.2,127990.0,2.65
274871462,4.0,156.0,129000.0,3.0
273822954,2.0,100.0,130000.0,2.64
271129813,2.0,75.0,130000.0,3.0
272541474,3.0,99.0,135000.0,3.2
196587828,3.0,141.0,160000.0,2.64
274552468,3.0,90.0,165000.0,3.0
268192842,4.0,172.0,170000.0,3.2
272713357,4.0,174.0,180000.0,3.5
273476670,5.0,225.0,180000.0,3.0
229303835,3.0,120.0,180000.0,3.1
274861493,3.0,120.0,180000.0,3.0
274803079,1.0,39.0,45000.0,2.64
274808716,2.0,23.0,48000.0,3.55
274940403,2.0,45.0,50000.0,2.64
273274933,2.0,46.7,60000.0,3.0
170240922,2.0,57.5,60000.0,2.64
196195072,2.0,45.0,61000.0,3.0
254971721,2.0,70.0,95000.0,2.64
271252515,1.0,37.0,95000.0,2.64
274014832,2.0,60.0,57000.0,2.64
274656769,2.0,40.0,35000.0,2.64
274535110,2.0,43.0,75000.0,2.7
274941759,1.0,35.0,38000.0,2.64
274618733,2.0,44.5,38000.0,2.48
274545966,2.0,46.0,70000.0,2.64
258757694,1.0,35.0,33000.0,2.64
254537087,2.0,27.0,37999.0,2.64
274959711,1.0,36.0,43000.0,2.64
273389673,2.0,65.0,50000.0,3.0
248879218,1.0,41.8,55000.0,2.8
274991706,3.0,60.0,60000.0,2.64
267163630,2.0,57.0,75000.0,2.7
269906086,3.0,93.0,85000.0,2.8
274339074,4.0,97.0,90000.0,2.64
275005270,1.0,32.0,31000.0,2.64
274716733,2.0,16.0,32000.0,3.6
274644837,2.0,16.7,33000.0,2.6
275000771,1.0,33.0,35000.0,2.64
274672047,1.0,30.0,35000.0,2.64
273849720,2.0,18.0,35000.0,2.64
274970590,2.0,17.0,35000.0,2.64
231222517,1.0,35.0,35000.0,2.64
246662103,2.0,21.0,35000.0,2.85
274732710,2.0,20.0,35000.0,2.8
161543216,2.0,46.0,36000.0,2.64
254048273,1.0,38.0,37000.0,2.64
274980674,2.0,50.0,38000.0,2.64
272681493,1.0,17.5,38000.0,2.64
155011135,1.0,37.0,38000.0,2.64
273898964,1.0,18.0,39000.0,2.64
272370426,1.0,31.0,40000.0,2.6
268739965,1.0,34.0,40000.0,2.64
274582160,2.0,44.6,40000.0,2.64
238770544,1.0,43.0,40000.0,2.7
274293782,1.0,29.6,40000.0,2.64
269357015,1.0,39.0,40000.0,2.64
274927024,1.0,46.0,45000.0,2.64
268900116,1.0,38.0,45000.0,2.6
274662572,2.0,62.0,45000.0,2.64
274459539,2.0,32.0,45000.0,2.5
272085749,1.0,40.0,45000.0,2.7
274094481,1.0,30.0,45000.0,2.6
273777891,1.0,43.0,45000.0,2.64
273475898,1.0,38.0,45000.0,2.75
274836048,2.0,45.0,45000.0,2.64
274339823,1.0,40.0,45000.0,2.64
261935253,2.0,41.3,45000.0,2.64
273822391,2.0,44.0,47000.0,2.48
273910150,2.0,56.0,48000.0,2.64
274915832,1.0,22.0,50000.0,2.64
260528935,2.0,58.0,50000.0,2.64
274886895,1.0,37.9,52600.0,2.8
273311807,2.0,45.0,55000.0,2.64
253635836,2.0,63.0,55000.0,3.15
273755593,3.0,57.0,55000.0,2.64
272432352,2.0,60.0,57000.0,2.64
272634895,3.0,60.0,58000.0,2.64
273060570,2.0,71.0,60000.0,3.2
274943647,1.0,31.0,60000.0,3.6
274055123,2.0,40.0,60000.0,2.64
257751045,3.0,63.9,61000.0,2.64
274365244,3.0,50.0,69900.0,2.64
274685205,3.0,50.0,69000.0,2.64
274684962,2.0,50.0,69000.0,2.64
274638589,3.0,65.0,69000.0,2.64
274900700,2.0,62.0,70000.0,3.0
270748329,2.0,56.7,70000.0,2.64
267178078,2.0,60.0,75000.0,2.64
271804098,2.0,60.0,75000.0,2.7
273494098,2.0,60.0,85000.0,2.7
274155125,3.0,90.0,85000.0,3.2
274008195,3.0,95.0,85000.0,2.64
273312237,3.0,78.0,85000.0,3.2
265258789,3.0,76.0,85000.0,2.64
274807075,2.0,88.0,90000.0,2.64
274529374,4.0,97.2,90000.0,2.64
274300784,4.0,98.0,90000.0,2.64
274552337,3.0,80.0,100000.0,3.2
272637082,2.0,59.0,105000.0,2.7
273779688,3.0,136.0,110000.0,2.64
272687077,3.0,109.0,150000.0,2.64
268679843,2.0,40.0,73000.0,3.0
262953977,1.0,30.0,31000.0,2.64
274920983,1.0,35.0,32000.0,2.64
266768508,1.0,36.0,35000.0,2.64
273687995,1.0,33.0,35000.0,2.64
274808370,1.0,31.5,35000.0,2.48
273278251,2.0,20.0,36000.0,2.8
273795630,2.0,45.0,37000.0,2.48
274861440,1.0,32.0,38000.0,2.64
271427721,2.0,50.0,39500.0,2.64
222308069,2.0,45.0,40000.0,2.48
274635294,2.0,17.0,40000.0,2.64
265652752,2.0,45.0,40000.0,2.64
273366526,1.0,25.0,40000.0,2.64
274913201,1.0,40.0,42000.0,2.64
274549598,1.0,38.0,42500.0,2.64
271328977,2.0,49.0,43000.0,2.64
274353497,2.0,60.0,45000.0,2.64
273347918,1.0,42.0,45000.0,2.64
274289319,2.0,45.0,45000.0,2.64
270189131,1.0,39.0,45000.0,2.64
246533479,1.0,40.0,45000.0,2.74
274558247,2.0,55.0,47000.0,2.8
274945915,2.0,41.3,50000.0,2.64
265218229,1.0,40.0,50000.0,2.64
273260470,2.0,70.0,50000.0,2.64
262130613,3.0,67.0,55000.0,2.64
274505176,2.0,60.0,55000.0,2.64
274758281,2.0,56.0,58000.0,2.64
274244953,1.0,37.0,60000.0,2.64
273446754,2.0,43.0,60000.0,2.64
272213159,2.0,59.0,60000.0,2.7
274924204,2.0,45.0,60000.0,2.64
273660680,3.0,75.0,60000.0,2.64
274589938,2.0,55.0,65000.0,3.0
274295831,2.0,50.0,69000.0,2.48
271631757,2.0,56.0,70000.0,2.64
271105019,3.0,70.0,70000.0,2.7
272116197,1.0,33.0,71000.0,2.64
274428013,4.0,100.1,71463.0,2.64
274427662,4.0,99.5,71035.0,2.64
274428434,4.0,101.0,72106.0,2.64
274426411,3.0,90.0,75000.0,2.64
